step,time,reward,x,y,psi,x_d,y_d,psi_d,Fx,Fy,N,Fx_set,Fy_set,N_set,u,v,r,u_current,v_current,rmsAc,r0,r1,r2,r3,r4,a0,a1,a2,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1.0,0.02,0.9310641894896272,-0.22671161813686191,-0.069061561211052,1.7457864914216867,0.0,0.0,4.681609541650133,129.30048146461166,20.44173965613081,0.0,150.0,16.940838130427803,20.0,0.4900008446747573,0.06558346980098002,2.5,0.9918607790073347,0.016263454055770562,0.0,0.30575051084615135,-0.3075944813616184,1.0,-0.06709183999490571,0.0,1.0,0.11293892086951869,1.0,0.22671161813686191,0.069061561211052,1.0,0.0,0.0,0.0,0.4900008446747573,0.06558346980098002,1.0,0.0,0.0
2.0,0.04,0.9763811294844523,-0.21691160124336678,-0.06774989181503241,1.7957864914216868,0.0,0.0,4.681609541650133,36.36095427512146,4.113756487501082,-9.862499999999999,34.00674272052929,10.3592341816578,20.0,0.6134529446671271,0.09097468150125876,3.7671875000000004,0.9714815545164653,-0.003525092704351441,0.1361942902536008,0.3210272055991508,-0.23097359553567512,0.9215331079888146,-0.03520558856783807,0.0,0.22671161813686191,0.069061561211052,1.0,0.21691160124336678,0.06774989181503241,1.0,-0.050000000000000266,-0.009800016893495134,-0.0013116693960195935,0.6134529446671271,0.09097468150125876,1.0,0.0,0.0
3.0,0.06,1.080683817374705,-0.20464254235002424,-0.06593039818500723,1.8711302414216868,0.0,0.0,4.681609541650133,20.071869759514428,1.386317369465222,-22.260840698242195,28.861733851444342,9.670607748747514,20.0,0.699301372054774,0.11037279574373723,3.484582412719726,0.9614100791785876,-0.02362189752040436,0.13157528762983176,0.34129621730762666,-0.14999703244180074,0.9240905885609412,-0.034705956052061844,0.0,0.19241155900962895,0.06447071832498343,1.0,0.20464254235002424,0.06593039818500723,1.0,-0.07534375000000004,-0.012269058893342538,-0.0018194936300251763,0.699301372054774,0.11037279574373723,1.0,0.0,0.0
4.0,0.08,1.1597987404740142,-0.19065651490892876,-0.06372294227013249,1.9408218896760814,0.0,0.0,4.681609541650133,11.051403745804889,-0.6902956905351049,-19.064508384995605,26.095484267500183,9.207249616491644,20.0,0.7644713510254847,0.12531482017523993,3.6015188645952754,0.9566945920797328,-0.041198039909174096,0.12295725955272603,0.36600129710206597,-0.10061604912131351,0.9288812669297887,-0.034467774436527016,0.0,0.17396989511666788,0.06138166410994429,1.0,0.19065651490892876,0.06372294227013249,1.0,-0.06969164825439433,-0.013986027441095478,-0.0022074559148747425,0.7644713510254847,0.12531482017523993,1.0,0.0,0.0
5.0,0.1,1.2273214101192795,-0.17536708788841907,-0.06121664586662769,2.012852266967987,0.0,0.0,4.681609541650133,5.892507832489205,-2.3718955457835227,-20.357060425176915,23.35371694592851,8.730645372441845,20.0,0.8157805173034105,0.13647052162551768,3.556886311448161,0.9528870658413819,-0.05483626877714261,0.11538419557625479,0.3950576815407175,-0.06659357606371306,0.9331115568849564,-0.034254252242681325,0.0,0.15569144630619008,0.058204302482945634,1.0,0.17536708788841907,0.06121664586662769,1.0,-0.07203037729190553,-0.0152894270205097,-0.002506296403504797,0.8157805173034105,0.13647052162551768,1.0,0.0,0.0
6.0,0.12000000000000001,1.286783390305804,-0.15905147754235086,-0.05848723543411734,2.0839899931969503,0.0,0.0,4.681609541650133,2.887759987280207,-3.4648880600001917,-19.858714402280693,20.571528050571725,8.242635728679856,20.0,0.8569371629838525,0.14485253507934165,3.5745470111630744,0.9473164722446091,-0.06346553426917216,0.10919269727928943,0.42856142234043687,-0.04430151918980743,0.9365844187256798,-0.03406093157050544,0.0,0.13714352033714483,0.054950904857865704,1.0,0.15905147754235086,0.05848723543411734,1.0,-0.07113772622896342,-0.01631561034606821,-0.0027294104325103555,0.8569371629838525,0.14485253507934165,1.0,0.0,0.0
7.0,0.14,1.3428092410720294,-0.1419127342826738,-0.0555901847325305,2.1554809334202116,0.0,0.0,4.681609541650133,1.0788890207425037,-4.045978462475629,-20.055167110054462,17.73936775157705,7.749556402926218,20.0,0.8899516485493254,0.1513500402380269,3.5676511224062666,0.9405534419600172,-0.06699834855369113,0.10417850223967882,0.4667034512834152,-0.02941209707538584,0.9394063917420264,-0.03388850487802641,0.0,0.11826245167718033,0.05166370935284145,1.0,0.1419127342826738,0.0555901847325305,1.0,-0.0714909402232613,-0.01713874325967704,-0.0028970507015868355,0.8899516485493254,0.1513500402380269,1.0,0.0,0.0
8.0,0.16,1.398123771143867,-0.12411370131168731,-0.052563183927769964,2.226833955868337,0.0,0.0,4.681609541650133,-0.7667844798293691,-4.75474078810187,-19.978344101938816,14.859881420022182,7.252133696784512,20.0,0.9146763800233478,0.15573143130589118,3.5703581096639145,0.9340832974184838,-0.06657083899616617,0.10011171557600777,0.5097030849345553,-0.019542339157579698,0.9417014098394442,-0.033738384472552826,0.0,0.09906587613348121,0.04834755797856341,1.0,0.12411370131168731,0.052563183927769964,1.0,-0.07135302244812536,-0.017799032970986506,-0.003027000804760538,0.9146763800233478,0.15573143130589118,1.0,0.0,0.0
9.0,0.18,1.454631133882104,-0.10582017371122035,-0.04944855530165214,2.298241118061615,0.0,0.0,4.681609541650133,-2.409759904983101,-5.582662718946324,-20.00848346610294,11.942417832633156,6.749352287380293,20.0,0.9314003412999269,0.1577782551101613,3.569297676401047,0.9283766063261119,-0.0635116378357032,0.09680713330342816,0.5576533539353382,-0.012980528781485545,0.9435704199874936,-0.03361211125924202,0.0,0.07961611888422104,0.04499568191586862,1.0,0.10582017371122035,0.04944855530165214,1.0,-0.07140716219327814,-0.018293527600466958,-0.0031146286261178255,0.9314003412999269,0.1577782551101613,1.0,0.0,0.0
10.0,0.19999999999999998,1.5133852774346106,-0.08719216688522181,-0.046292990199448915,2.369627071589636,0.0,0.0,4.681609541650133,-3.5748292028095356,-6.3702198645871615,-19.996673986629038,9.012953206507943,6.249297560453636,20.0,0.9409409097274679,0.1575661107169446,3.569713428072417,0.9236558594628141,-0.05882787936126,0.09411981365373769,0.610426813237844,-0.00862305183543803,0.945093052395911,-0.033511536363706365,0.0,0.060086354710052955,0.04166198373635757,1.0,0.08719216688522181,0.046292990199448915,1.0,-0.0713859535280208,-0.018628006825998536,-0.003155565102203224,0.9409409097274679,0.1575661107169446,1.0,0.0,0.0
