step,time,reward,x,y,psi,x_d,y_d,psi_d,Fx,Fy,N,Fx_set,Fy_set,N_set,u,v,r,u_current,v_current,rmsAc,r0,r1,r2,r3,r4,a0,a1,a2,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1.0,0.02,1.2518352173560787,0.3800062050038787,0.16625638304381352,4.8636123949982935,0.0,0.0,5.171588506497329,121.01293804837981,16.791623032936396,0.0,111.90593365612027,-101.72973264139088,11.609856072305902,0.40862959948157906,-0.14901422738325348,1.4512320090382378,0.9492930457693596,0.02420251439663902,0.0,0.12569200010382692,0.17125987522164834,1.0,-0.045116657969396505,0.0,0.7460395577074684,-0.6781982176092726,0.5804928036152951,-0.3800062050038787,-0.16625638304381352,0.39212736399433806,0.0,0.0,0.0,0.40862959948157906,-0.14901422738325348,1.0,0.0,0.0
2.0,0.04,1.1462295721719433,0.3881787969935103,0.16327609849614844,4.8926370351790585,0.0,0.0,5.171588506497329,48.35026125659487,8.415484029160936,-3.3660014739212745,-57.00093075058181,-24.938457456572028,7.8425472798867615,0.39345298633423353,-0.17800190006292207,2.0108002347839236,0.9430098239170197,0.01764387867053437,0.3043921728162939,0.12177272731959587,0.20224525193227053,0.8330719185979906,-0.01086032567791364,0.0,-0.3800062050038787,-0.16625638304381352,0.39212736399433806,-0.3881787969935103,-0.16327609849614844,0.3551720443444789,-0.029024640180765005,-0.008172591989631606,0.0029802845476650797,0.39345298633423353,-0.17800190006292207,1.0,0.0,0.0
3.0,0.06,1.2003552553461123,0.396047856720195,0.15971606049488998,4.932853039874737,0.0,0.0,5.171588506497329,51.02876274955606,10.430806560341393,-6.407898271955852,-61.2915415451384,-23.37380806904786,6.733887690390987,0.3754481112542645,-0.20070892025363518,2.0515489120883155,0.9417137490085767,0.012548126700785369,0.2952883383210371,0.11822096929747865,0.2546529946749813,0.8376348586497793,-0.010153567276126775,0.0,-0.40861027696758934,-0.15582538712698574,0.33669438451954936,-0.396047856720195,-0.15971606049488998,0.303967436834686,-0.04021600469567854,-0.007869059726684668,0.003560038001258453,0.3754481112542645,-0.20070892025363518,1.0,0.0,0.0
4.0,0.08,1.2740948613467518,0.4035568189452803,0.15570188208981728,4.973884018116503,0.0,0.0,5.171588506497329,54.21163544679364,13.1006082490079,-6.6673304788168455,-62.358075905536005,-22.622394823761578,5.567302661595792,0.3611561104494534,-0.21741380898127322,1.9140454349356837,0.941626276384552,0.005383066176740727,0.27863280251171785,0.11500729611824471,0.32214185805029627,0.8460475785749214,-0.009101871396710587,0.0,-0.4157205060369067,-0.15081596549174386,0.2783651330797896,-0.4035568189452803,-0.15570188208981728,0.2517251727781016,-0.041030978241765936,-0.007508962225085292,0.004014178405072705,0.3611561104494534,-0.21741380898127322,1.0,0.0,0.0
5.0,0.1,1.3581386270714153,0.41077994115426936,0.1513536059101918,5.012164926815217,0.0,0.0,5.171588506497329,56.59417939830116,15.806621596464318,-5.8125165672926,-63.349383676199025,-21.84996541157033,4.512080814996187,0.349304874874194,-0.22801616655163465,1.751490965898632,0.9419028986065763,-0.0029821853372973372,0.2644070530605862,0.11204200698021266,0.4011460004409971,0.8532998819060581,-0.008349262255852636,0.0,-0.4223292245079935,-0.14566643607713553,0.22560404074980936,-0.41077994115426936,-0.1513536059101918,0.20298440601450274,-0.03828090869871392,-0.0072231222089890745,0.004348276179625465,0.349304874874194,-0.22801616655163465,1.0,0.0,0.0
6.0,0.12000000000000001,1.4508840426042005,0.4177660386517532,0.1467932825791591,5.047194746133189,0.0,0.0,5.171588506497329,58.200291224279326,18.319101870510956,-4.877571303230915,-64.3256620015113,-21.07243731916922,3.5722804526540664,0.3385586103527344,-0.23284657961945618,1.588329609576526,0.9424166115505869,-0.012197037860225104,0.2529831667981277,0.10925970531784726,0.490306905268228,0.8591687730712013,-0.007851341053075996,0.0,-0.428837746676742,-0.14048291546112815,0.17861402263270332,-0.4177660386517532,-0.1467932825791591,0.15838305481393264,-0.03502981931797233,-0.006986097497483856,0.004560323331032706,0.3385586103527344,-0.23284657961945618,1.0,0.0,0.0
7.0,0.14,1.5511693796732964,0.4245372108588079,0.14213635098677,5.07896133832472,0.0,0.0,5.171588506497329,59.13934861990645,20.579633921679378,-4.0215090430895115,-65.28469235931942,-20.308871137736602,2.7216475842729517,0.3277773055467467,-0.2323715571914864,1.425846927224456,0.9429957000660908,-0.022016911516074385,0.24381372052050873,0.10661873129419557,0.5881845143144369,0.8639086609043978,-0.007542526839733671,0.0,-0.4352312823954628,-0.13539247425157735,0.13608237921364758,-0.4245372108588079,-0.14213635098677,0.11793657343420055,-0.03176659219153066,-0.006771172207054699,0.004656931592389113,0.3277773055467467,-0.2323715571914864,1.0,0.0,0.0
8.0,0.16,1.6570908086672966,0.43109275696974286,0.13748891984294026,5.107478276869209,0.0,0.0,5.171588506497329,59.584205060866715,22.503409157890964,-3.2510204477126177,-66.2197712064667,-19.57410330086958,1.9542666548866903,0.316135961431659,-0.22723242410899275,1.2637527031212152,0.9435716043856011,-0.03223023792322034,0.23633991736681337,0.10409688273781345,0.6925848245267807,0.8677913699435619,-0.007382268540859293,0.0,-0.44146514137644466,-0.1304940220057972,0.09771333274433451,-0.43109275696974286,-0.13748891984294026,0.08162767958457477,-0.028516938544489,-0.006555546110934951,0.004647431143829733,0.316135961431659,-0.22723242410899275,1.0,0.0,0.0
9.0,0.18,1.7658951616958145,0.43741547619837606,0.1329442713607604,5.132753330931633,0.0,0.0,5.171588506497329,59.7354617206662,24.00199507614392,-2.5639225759200617,-67.12224333706203,-18.88055129750489,1.2694646531952376,0.3031766954379821,-0.21824743502366112,1.1019454627806122,0.944123634746538,-0.04255893900018401,0.23011589853531955,0.10168644029315518,0.8005076695383625,0.8710381184144356,-0.007337066550138945,0.0,-0.4474816222470802,-0.12587034198336594,0.06347323265976187,-0.43741547619837606,-0.1329442713607604,0.04944648125697681,-0.025275054062424473,-0.0063227192286332,0.004544648482179864,0.3031766954379821,-0.21824743502366112,1.0,0.0,0.0
10.0,0.19999999999999998,1.8740804142721543,0.4434790101071357,0.12857932266028718,5.154792240187246,0.0,0.0,5.171588506497329,59.77148971018655,25.098027529171404,-1.9592760769559483,-67.98334114049386,-18.23739752329661,0.6671176418635566,0.2887699385427061,-0.20621124203089833,0.9404256583940633,0.9448005571866596,-0.05275631486743169,0.22480504331004347,0.09938905829677798,0.908250082438468,0.8738181197230229,-0.007376846186114556,0.0,-0.4532222742699591,-0.12158265015531074,0.03335588209317783,-0.4434790101071357,-0.12857932266028718,0.02138567046990136,-0.02203890925561236,-0.006063533908759633,0.004364948700473215,0.2887699385427061,-0.20621124203089833,0.9404256583940633,0.0,0.0
