step,time,reward,x,y,psi,x_d,y_d,psi_d,Fx,Fy,N,Fx_set,Fy_set,N_set,u,v,r,u_current,v_current,rmsAc,r0,r1,r2,r3,r4,a0,a1,a2,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1.0,0.02,1.0390435021569173,0.013125987805665207,-0.39495495148402293,5.665294946392437,0.0,0.0,0.7467184625358825,38.546410582750944,9.644222892188312,0.0,150.0,150.0,20.0,0.33078317646096655,0.280077584021383,2.5,0.8071728347029892,-0.07025415819571727,0.0,0.13864133093154712,0.00040217122537030325,1.0,-0.10000000000000002,0.0,1.0,1.0,1.0,-0.013125987805665207,0.39495495148402293,1.0,0.0,0.0,0.0,0.33078317646096655,0.280077584021383,1.0,0.0,0.0
2.0,0.04,0.954971900084084,0.01974165133488454,-0.3893533998035953,5.7152949463924365,0.0,0.0,0.7467184625358825,14.037747853616368,-12.190555550358297,-9.862499999999999,-1.968898170849781,59.24324272260344,20.0,0.3519565969570483,0.362626158007778,3.7671875000000004,0.7716030277632917,-0.09534659201776681,0.2696951727202737,0.14237827870807018,0.0005355835120436391,0.8505967613725575,-0.038538723508587384,0.0,-0.013125987805665207,0.39495495148402293,1.0,-0.01974165133488454,0.3893533998035953,1.0,-0.049999999999998934,-0.006615663529219332,-0.005601551680427641,0.3519565969570483,0.362626158007778,1.0,0.0,0.0
3.0,0.06,0.9668065021937975,0.026780783274025506,-0.3821008766434397,5.790638696392437,0.0,0.0,0.7467184625358825,11.402784065796148,-17.761462474534966,-22.260840698242195,-5.442121523689931,56.302428090378925,20.0,0.36241389966249776,0.4302418871583814,3.484582412719726,0.7516512607933105,-0.10537643338803623,0.257698268580894,0.14731366642241916,0.0008247206459523924,0.8567415671188346,-0.038073451993408745,0.0,-0.03628081015793287,0.3753495206025262,1.0,-0.026780783274025506,0.3821008766434397,1.0,-0.07534375000000004,-0.007039131939140967,-0.007252523160155566,0.36241389966249776,0.4302418871583814,1.0,0.0,0.0
4.0,0.08,0.9832794630092518,0.034029061267275465,-0.3734960389002721,5.860330344646831,0.0,0.0,0.7467184625358825,8.073458529909916,-25.01757277740843,-19.064508384995605,-6.656791968281688,54.59543531145762,20.0,0.36489927959517887,0.4821328740602221,3.6015188645952754,0.7375609092102512,-0.10723424326222189,0.2387396759307883,0.15332198247762652,0.001229482280080306,0.8665427751939992,-0.03781477694245412,0.0,-0.04437861312187792,0.3639695687430508,1.0,-0.034029061267275465,0.3734960389002721,1.0,-0.06969164825439478,-0.007248277993249959,-0.008604837743167615,0.36489927959517887,0.4821328740602221,1.0,0.0,0.0
5.0,0.1,0.9997527254768717,0.04132704685917904,-0.36385338141906765,5.932360721938736,0.0,0.0,0.7467184625358825,5.575884045796583,-32.213458155099666,-20.357060425176915,-7.822463437560054,52.797591681352955,20.0,0.3609579122412079,0.5182453890185612,3.556886311448161,0.7303649123518156,-0.10244793244218357,0.22219066746877822,0.16025895853089622,0.0018576213622765992,0.8751898887267846,-0.03755374314308568,0.0,-0.05214975625040036,0.35198394454235304,1.0,-0.04132704685917904,0.36385338141906765,1.0,-0.07203037729190598,-0.007297985591903575,-0.009642657481204464,0.3609579122412079,0.5182453890185612,1.0,0.0,0.0
6.0,0.12000000000000001,1.0158642235956503,0.0485462051040032,-0.3534884736386964,6.0034984481677,0.0,0.0,0.7467184625358825,4.347908200829041,-38.58409462006575,-19.858714402280693,-8.935801625840696,50.96201065740847,20.0,0.3529089764078541,0.5399610311893379,3.5745470111630744,0.7286244936348858,-0.09334792647117605,0.2084945273067648,0.16795953430979696,0.0027923568254247565,0.8824115548025653,-0.03729922234213658,0.0,-0.059572010838937976,0.33974673771605646,1.0,-0.0485462051040032,0.3534884736386964,1.0,-0.07113772622896342,-0.007219158244824157,-0.010364907780371246,0.3529089764078541,0.5399610311893379,1.0,0.0,0.0
7.0,0.14,1.0318391400346043,0.05560438463216028,-0.34268925301490966,6.074989388390962,0.0,0.0,0.7467184625358825,4.470609136048494,-43.65490395470496,-20.055167110054462,-9.989115107409537,49.13643062816524,20.0,0.3432273869844137,0.549577744651549,3.5676511224062666,0.7322511321292839,-0.08310713728126087,0.1971434282605219,0.1762493556579974,0.0042059445529938335,0.8884418712836212,-0.03705803146000826,0.0,-0.06659410071606359,0.3275762041877683,1.0,-0.05560438463216028,0.34268925301490966,1.0,-0.07149094022326175,-0.007058179528157085,-0.010799220623786743,0.3432273869844137,0.549577744651549,1.0,0.0,0.0
8.0,0.16,1.0479805586828084,0.06246893237184856,-0.33169769812187866,6.146342410839087,0.0,0.0,0.7467184625358825,5.620236160262167,-47.88502171644871,-19.978344101938816,-10.98747501788295,47.35368021831643,20.0,0.333811178462272,0.5486455665846502,3.5703581096639145,0.7405319386844773,-0.07608459545436139,0.18762574765078532,0.1849547102251784,0.006330135225309742,0.8935299289915605,-0.03683421575924026,0.0,-0.073249833452553,0.3156912014554428,1.0,-0.06246893237184856,0.33169769812187866,1.0,-0.07135302244812536,-0.0068645477396882745,-0.010991554893030997,0.333811178462272,0.5486455665846502,1.0,0.0,0.0
9.0,0.18,1.0646638895066978,0.069145155941094,-0.3207247867901857,6.217749573032365,0.0,0.0,0.7467184625358825,7.160890685373224,-53.9251726033216,-20.00848346610294,-11.944545258160387,45.63282163339517,20.0,0.32541880201878576,0.5340975824268845,3.569297676401047,0.7496048395107733,-0.09004101513449919,0.17954212632987288,0.19388923493765262,0.009530093231855837,0.8978742303322256,-0.0366296689950363,0.0,-0.07963030172106925,0.30421881088930114,1.0,-0.069145155941094,0.3207247867901857,1.0,-0.07140716219327814,-0.0066762235692454375,-0.01097291133169298,0.32541880201878576,0.5340975824268845,1.0,0.0,0.0
10.0,0.19999999999999998,1.0822923381408827,0.07565353198146971,-0.310042835141648,0.0059502193808000925,0.0,0.0,0.7467184625358825,9.601055897634389,-58.38914245059205,-19.996673986629038,-12.875357229631138,43.99387626914299,20.0,0.3196744137170371,0.508842729476974,3.569713428072417,0.7617301248632916,-0.10522143408189062,0.1725931418585521,0.2027670554029607,0.014345924371920584,0.9016256338815202,-0.036446275515518926,0.0,-0.08583571486420759,0.2932925084609532,1.0,-0.07565353198146971,0.310042835141648,0.9431754206690435,-0.0713859535280208,-0.006508376040375713,-0.01068195164853769,0.3196744137170371,0.508842729476974,1.0,0.0,0.0
